Slide_ID,Data_point,root1,root1_y,root1_x,root2,root2_y,root2_x,root3,root3_y,root3_x,root4,root4_y,root4_x,root5,root5_y,root5_x,root6,root6_y,root6_x,root7,root7_y,root7_x,root8,root8_y,root8_x,root9,root9_y,root9_x,root10,root10_y,root10_x,Notes
294 B,9,0,105,55,0,105,50.5,0,107,50,0,104,50.5,0,107,44,1,107,43.5,1,109,44,0,104,40.5,0,105,40,0,107,36,
294 B,10,0,106,55,0,106,51,0,108,50,0,105,50.5,0,108,44.5,1,108,43.5,1,110,44,0,105,40.5,0,106,40,0,108,36,
96 B,1,0,96,56,0,98,52.5,0,99,51,0,100,49,0,95,45.5,0,95,44,0,97,41,0,96,38.5,0,100,36.5,0,95,34,
96 B,2,0,97,56,0,99,52,0,100,51,0,101,48,0,96,45,0,96,44,0,98,41,0,97,39,0,101,36.5,0,96,34,
96 B,3,0,98,58,0,100,52,0,101,51,0,102,48,0,97,44.5,0,97,44,0,99,41,0,98,39,0,102,36,0,97,34,
96 B,4,0,99,57.5,0,101,52,0,102,50.5,0,103,47.5,0,98,44.5,0,98,43.5,0,100,41,0,99,38.5,0,103,36,0,98,34,
96 B,5,0,100,57.5,0,102,52,0,103,50,0,104,47.5,0,99,44,0,99,43,0,101,40.5,0,100,38,0,104,36,0,99,33.5,
96 B,6,0,101,57.5,0,103,52,0,104,50,0,105,47.5,0,100,44,0,100,43,0,102,40.5,0,101,37.5,0,105,36,0,100,33,
96 B,7,0,102,57.5,0,104,52,0,105,50,0,106,47,0,101,44,0,101,43,0,103,40.5,0,102,37,0,106,36,0,101,33,
96 B,8,0,103,56.5,0,105,52.5,0,106,50,0,107,47,0,102,44.5,0,102,43,0,104,40,0,103,37,0,107,36,1,102,33,
96 B,9,0,104,56.5,0,106,52.5,0,107,50.5,0,108,48,0,103,44.5,0,103,43,0,105,40,0,104,37.5,0,108,36,0,103,33.5,
96 B,10,0,105,56.5,0,107,53,0,108,51,0,109,47.5,0,104,44.5,0,104,42.5,0,106,40,0,105,37.5,0,109,36,0,104,33,
24 B,1,0,96,52,0,95,50,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,2,0,97,52,0,96,49.5,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,3,0,98,52,0,97,49.5,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,4,0,99,52,0,98,49.5,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,5,0,100,52,0,99,50,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,6,0,101,52,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,7,0,102,52,,101,,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,8,0,103,52.5,,102,,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,9,0,104,52.5,,103,,,,,,,,,,,,,,,,,,,,,,,,,,
24 B,10,0,105,53,,104,,,,,,,,,,,,,,,,,,,,,,,,,,
154 B,1,0,97,55.5,0,97,53,1,97,50,0,94,47.5,0,95,45,0,96,42.5,0,95,39.5,0,95,37,0,95,34,0,95,31,
154 B,2,0,98,55.5,0,98,53,1,98,50,1,95,47.5,0,96,44.5,1,97,42.5,0,96,38.5,0,96,37,0,96,33,1,96,30.5,
154 B,3,1,99,56,0,99,53,0,99,50,0,96,47.5,0,97,44,1,98,42,0,97,38,0,97,37,0,97,33,0,97,30.5,
154 B,4,1,100,56,0,100,53,1,100,50,0,97,47.5,0,98,44,0,99,42,0,98,37.5,0,98,37,0,98,32.5,1,98,30.5,
154 B,5,0,101,57,0,101,53.5,1,101,50,0,98,47,0,99,43.5,0,100,42,0,99,37.5,1,99,37,0,99,32.5,0,99,31,
154 B,6,0,102,57.5,1,102,54,1,102,50,0,99,47,0,100,43.5,0,101,42,0,100,37,0,100,36,0,100,32,1,100,31,
154 B,7,0,103,58,1,103,54,0,103,49,0,100,46,0,101,44,0,102,42,0,101,38,0,101,36,0,101,32,0,101,31,
154 B,8,0,104,58,1,104,54.5,1,104,49,0,101,45.5,0,102,44,0,103,41.5,0,102,38,1,102,36,1,102,32,0,102,31,
154 B,9,1,105,58,0,105,55,0,105,48,0,102,45,0,103,44,0,104,42,0,103,38,0,103,36,0,103,32,1,103,30.5,
154 B,10,1,106,58,0,106,55,0,106,48,0,103,45,0,104,43,0,105,41.5,0,104,38.5,0,104,36,1,104,32.5,0,104,30,
271 B,1,1,93,53,0,96,46,1,94,44.5,0,94,43,0,95,39,1,96,37,1,99,37.5,0,100,31,1,100,30,1,98,31.5,
271 B,2,1,94,53,0,97,46,0,95,45,0,95,42.5,0,96,39.5,1,97,37,0,100,37.5,1,101,31,1,101,29.5,1,99,31,
271 B,3,1,95,53,0,98,46,1,96,45,0,96,43,0,97,40,0,98,37,0,101,37.5,0,102,31,1,102,29,1,100,31,
271 B,4,1,96,54,0,99,46,1,97,45,1,97,43,0,98,40,0,99,37,0,102,38,1,103,31,1,103,29,0,101,31,
271 B,5,1,97,52,0,100,46,1,98,45.5,0,98,43.5,0,99,42,0,100,37,0,103,37.5,0,104,31.5,1,104,29,0,102,31,
271 B,6,0,98,51.5,0,101,47,1,99,46,1,99,42.5,0,100,42,1,101,37,0,104,38,0,105,32,1,105,29,0,103,27.5,
271 B,7,1,99,51,0,102,47,0,100,46,0,100,43,0,101,42,0,102,37,0,105,38,1,106,32,0,106,29.5,0,104,27.5,
271 B,8,1,100,50.5,0,103,48,1,101,46,0,101,43,0,102,42,0,103,38,1,106,38,1,107,32,1,107,30,0,105,27.5,
271 B,9,0,101,50.5,1,104,49,0,102,46,1,102,43,1,103,42,0,104,38,0,107,39,1,108,32,0,108,30,0,106,27.5,
271 B,10,1,102,51,1,105,49,0,103,47,0,103,43.5,1,104,42,0,105,39,0,108,39,1,109,32.5,1,109,31,1,107,28,
274 B,1,1,95,53,0,100,51,0,95,48,1,95,46,0,97,44,1,100,43,0,96,42.5,1,100,37,0,97,35.5,0,96,35.5,
274 B,2,1,96,53.5,0,101,51,1,96,48,1,96,45,1,98,44,0,101,42.5,1,97,41.5,1,101,37,1,98,35,0,97,35,
274 B,3,1,97,53.5,0,102,51,0,97,48,0,97,44.5,1,99,43,1,102,42.5,0,98,40.5,0,102,37,0,99,35,0,98,35,
274 B,4,1,98,54,0,103,50.5,0,98,48,0,98,44,1,100,42.5,1,103,42.5,1,99,40.5,0,103,37,0,100,35.5,0,99,35,
274 B,5,1,99,54,1,104,50.5,0,99,47.5,0,99,44,0,101,42.5,1,104,42.5,0,100,40.5,0,104,38,0,101,35,0,100,35,
274 B,6,1,100,54,1,105,50,0,100,47.5,0,100,44,1,102,42.5,0,105,42,1,101,40,0,105,37.5,1,102,35,1,101,35,
274 B,7,1,101,54,0,106,50,0,101,47,0,101,44,1,103,42.5,1,106,42,0,102,39.5,1,106,38,0,103,35,0,102,35,
274 B,8,0,102,54,0,107,49,0,102,46.5,0,102,44,1,104,42,0,107,42.5,0,103,39.5,0,107,37,0,104,35,0,103,35,
274 B,9,0,103,54,0,108,49,0,103,48.5,0,103,44,0,105,44.5,0,108,42.5,0,104,39.5,0,108,38,0,105,35,0,104,35,
274 B,10,1,105,54,0,109,49.5,1,104,48.5,0,104,44,0,106,45,0,109,43,0,105,39.5,0,109,38,0,106,35,0,105,35,
214 B,1,0,98,56,0,98,51.5,0,97,47,0,97,54,0,100,39.5,0,95,39,0,95,37,0,94,35,0,94,33,0,93,30.5,
214 B,2,1,99,54.5,0,99,51,0,98,47,0,98,54,0,101,39,0,96,39,0,96,37,0,95,35,0,95,33,0,94,31,
214 B,3,0,100,54,0,100,50.5,0,99,47,0,99,53.5,0,102,38.5,0,97,39,0,97,37.5,0,96,35,0,96,33,0,95,31,
214 B,4,0,101,53.5,0,101,50,0,100,47.5,0,100,54,0,103,39,0,98,38.5,0,98,37.5,0,97,35,0,97,33,0,96,31,
 214 B,5,0,102,53,0,102,50.5,0,101,47.5,0,101,54.5,0,104,39,0,99,38,0,99,37.5,0,98,35,0,98,33.5,0,97,31,
214 B,6,0,103,53.5,0,103,50.5,0,102,47.5,0,102,54.5,0,105,39,0,100,38,0,100,38,0,99,35,0,99,33,0,98,31,
214 B,7,0,104,54,0,104,50.5,0,103,47,0,103,54,0,106,39.5,0,101,38,0,101,38.5,0,100,35,0,100,33.5,0,99,31,
214 B,8,0,105,54,0,105,50.5,0,104,47,0,104,54,0,107,40,0,102,38.5,0,102,38.5,1,101,35,0,101,33.5,1,100,30.5,
214 B,9,0,106,54,0,106,50.5,0,105,47,0,105,54,0,108,40,0,103,38.5,0,103,38.5,0,102,35,0,102,33.5,0,101,30.5,
214 B,10,0,107,54.5,0,107,50.5,0,106,47,0,106,54,0,109,40,0,104,39,0,104,38.5,0,103,35,0,103,34.5,0,102,30.5,
181 B,1,0,99,58.5,0,95,53,0,97,48,0,98,48,0,97,46,0,96,45,0,94,42.5,0,100,39.5,0,94,39,0,95,37,
181 B,2,0,100,58,0,96,53,0,98,47.5,1,99,48,0,98,45,0,97,45,0,95,42.5,0,101,39.5,0,95,39,0,96,36,
181 B,3,0,101,58,0,97,53,0,99,48,0,100,48,0,99,45,0,98,45,0,96,42.5,0,102,40,0,96,39,0,97,36,
181 B,4,0,102,57.5,0,98,52,0,100,48,0,101,48,0,100,45,0,99,45,0,97,42.5,0,103,40,0,97,39,0,98,35.5,
181 B,5,0,103,57.5,0,99,52,0,101,48,0,102,48,0,101,45,0,100,45,0,98,42.5,0,104,40,0,98,39,0,99,35.5,
181 B,6,0,104,57.5,0,100,52,0,102,48,0,103,47.5,0,102,45,0,101,44,0,99,42.5,0,105,40,0,99,39,0,100,35.5,
181 B,7,0,105,57.5,0,101,52,0,103,47,0,104,47,0,103,45,0,102,44,0,100,42,0,106,39.5,0,100,39,0,101,35.5,
181 B,8,0,106,56,0,102,52,0,104,47,0,105,47,1,104,46,0,103,44,0,101,42.5,0,107,40,0,101,38.5,0,102,35.5,
181 B,9,0,107,56,0,103,52,0,105,47,0,106,46.5,0,105,46,0,104,44,0,102,42.5,0,108,40,0,102,38.5,0,103,36,
181 B,10,0,108,56,0,104,51.5,0,106,46.5,0,107,46.5,0,106,46,0,105,44,0,103,42.5,0,109,40,0,103,38,0,104,36.5,
184 B,1,0,98,55.5,0,103,56.5,0,95,51,0,98,42,0,102,46.5,0,95,33,1,99,33,0,95,32.5,0,99,33,0,98,32,
184 B,2,0,99,55.5,0,104,56.5,0,96,51,0,99,42,0,103,46.5,1,96,33,0,100,33,0,96,33,0,100,33,0,99,31.5,
184 B,3,0,100,57,0,105,56,0,97,50.5,0,100,42,0,104,46,1,97,34,0,101,33.5,1,97,33.5,0,101,33.5,0,100,31.5,
184 B,4,0,101,57.5,0,106,56,0,98,50.5,0,101,42,0,105,45.5,1,98,34,0,102,34,0,98,34.5,0,102,33.5,0,101,31,
184 B,5,0,102,57.5,1,107,56,0,99,50.5,0,102,42,0,106,45.5,0,99,35,0,103,34,0,99,35,0,103,34,0,102,30.5,
184 B,6,0,103,57.5,0,108,55.5,0,100,50,0,103,42,0,107,46,0,100,36,0,104,34.5,0,100,35.5,0,104,34.5,0,103,30,
184 B,7,0,104,58,0,109,55.5,0,101,49,0,104,42.5,0,108,46,0,101,35.5,0,105,35,0,101,35.5,0,105,35,1,104,29.5,
184 B,8,0,105,57.5,0,110,55.5,0,102,49,0,105,43,1,109,46,0,102,35.5,0,106,35,0,102,35.5,0,106,35,0,105,30,
184 B,9,0,106,57.5,0,111,55,0,103,50,0,106,43,0,110,46,0,103,36,0,107,35,0,103,35.5,0,107,35,0,106,30.5,
184 B,10,0,107,58,0,112,55,0,104,50,0,107,42.5,0,111,45,0,104,36,0,108,35,0,104,36,0,108,35,0,107,30.5,
151 B,1,0,97,61,0,93,58,0,96,54.5,0,95,49,0,97,45.5,1,97,41,1,97,36.5,0,96,34,0,93,31.5,1,94,27,
151 B,2,0,98,60.5,1,94,58,0,97,53.5,0,96,49,0,98,45.5,1,98,41.5,0,98,36.5,0,97,33.5,0,94,31.5,0,95,27,
151 B,3,0,99,60,1,95,58,1,98,53.5,0,97,49,0,99,45.5,1,99,42.5,1,99,37,0,98,33.5,0,95,31.5,0,96,26.5,
151 B,4,0,100,59.5,1,96,58,0,99,53.5,0,98,49,0,100,45.5,1,100,42.5,1,100,37,0,99,33.5,0,96,31.5,0,97,27,
151 B,5,0,101,59,1,97,57.5,0,100,53.5,0,99,49.5,0,101,45.5,1,101,42,1,101,37,0,100,34,0,97,31.5,0,98,27,
151 B,6,0,102,59,1,98,57.5,0,101,53.5,0,100,49,0,102,45.5,1,102,42,0,102,37,0,101,34,0,98,31.5,0,99,27,
151 B,7,0,103,59.5,0,99,57,1,102,53,0,101,49,0,103,45.5,1,103,42,1,103,36.5,0,102,34,0,99,31.5,0,100,27,
151 B,8,1,104,60.5,0,100,57,0,103,53,0,102,49,0,104,45.5,1,104,42,1,104,36.5,0,103,34.5,0,100,31,0,101,27,
151 B,9,1,105,60.5,0,101,57,0,104,53,0,103,48.5,0,105,45.5,1,105,41.5,1,105,36.5,1,104,34.5,0,101,31,0,102,27,
151 B,10,1,106,61.5,1,102,57,1,105,52.5,1,104,48,0,106,45.5,1,106,41.5,0,106,36.5,1,105,35,0,102,31,0,103,27,
211 B,1,0,94,66.6,0,94,67,1,95,62,1,100,56.5,0,93,48.5,0,93,47.5,0,96,43.5,1,94,39,0,94,34,0,95,32,
211 B,2,0,95,67,0,95,67.5,0,96,61.5,1,101,58,0,94,49,0,94,47.5,0,97,44.5,1,95,39.5,0,95,34,0,96,32,
211 B,3,0,96,67,0,96,67.5,1,97,61,0,102,58,0,95,50,0,95,47.5,1,98,44.5,1,96,39.5,1,96,34,0,97,31.5,
211 B,4,0,97,66,0,97,67,1,98,60.5,0,103,57.5,0,96,50,0,96,47.5,1,99,45,1,97,39,0,97,34,0,98,31.5,
211 B,5,0,98,66,0,98,66,1,99,60.5,1,104,57.5,0,97,50,0,97,46,1,100,44.5,1,98,38.5,0,98,34,0,99,31,
211 B,6,0,99,65.5,0,99,66,1,100,60.5,0,105,57.5,0,98,50,0,98,46,0,101,44.5,0,99,38.5,0,99,34,0,100,31,
211 B,7,0,100,65.5,0,100,66,1,101,61.5,1,106,57.5,0,99,50,0,99,46,0,102,44.5,0,100,38.5,0,100,34,0,101,31.5,
211 B,8,0,101,65.5,0,101,66.5,1,102,60.5,0,107,57.5,0,100,49.5,0,100,46,1,103,44.5,0,101,38.5,0,101,34,0,102,31.5,
211 B,9,0,102,65.5,1,102,66,1,103,60.5,0,108,57.5,0,101,50,0,101,46,1,104,44.5,1,102,38.5,0,102,34,0,103,31.5,
211 B,10,0,103,65.5,1,103,65.5,1,104,60.5,0,109,57.5,0,102,50,0,102,46,0,105,44.5,1,103,38.5,0,103,34,0,104,31.5,
206 B,1,0,101,55,0,101,55,1,96,49.5,0,95,45,0,95,42.5,0,99,40.5,0,96,38.5,0,95,35.5,1,94,25,0,95,20.5,
206 B,2,1,102,55,1,102,55,0,97,49.5,0,96,46,0,96,42.5,1,100,40.5,0,97,39,0,96,35.5,1,95,24.5,0,96,20.5,
206 B,3,0,103,55,0,103,55,1,98,49,0,97,46,0,97,42.5,0,101,40,0,98,39,0,97,35.5,0,96,24.5,0,97,20,
206 B,4,1,104,55.5,1,104,55.5,0,99,49,0,98,46,0,98,43,0,102,40,0,99,38.5,0,98,35.5,1,97,24,0,98,20,
206 B,5,1,105,55.5,1,105,55.5,0,100,48.5,0,99,46,0,99,43,1,103,40,1,100,38.5,0,99,35.5,0,98,24,1,99,20,
206 B,6,1,106,55.5,1,106,55.5,0,101,48,0,100,46,0,100,43,0,104,40,0,101,38,0,100,35,0,99,23.5,0,100,20,
206 B,7,0,107,55.5,0,107,55.5,0,102,47.5,1,101,45.5,0,101,42.5,1,105,40,0,102,37.5,0,101,35,0,100,23,0,101,20,
206 B,8,0,108,55,0,108,55,1,103,47.5,0,102,44.5,0,102,42.5,0,106,40,1,103,37.5,1,102,35,0,101,23,0,102,20,
206 B,9,0,109,55,0,109,55,0,104,47,0,103,44.5,0,103,42.5,1,107,39.5,0,104,37.5,0,103,35,0,102,22.5,0,103,20.5,
206 B,10,0,110,55,0,110,54.5,0,105,47,0,104,44.5,0,104,43,1,108,40,0,105,37.5,0,104,35,2,103,23,1,104,20.5,
201 B,1,0,94,53.5,0,93,53,1,94,48,0,94,43.5,0,93,47.5,0,95,43,0,93,38,0,93,35,0,95,34,0,99,33,
201 B,2,1,95,53.5,0,94,52.5,0,95,48,1,95,44,0,94,48,0,96,43.5,0,94,40,0,94,36,0,96,34,0,100,33,
201 B,3,0,96,54,0,95,53,0,96,48.5,0,96,45.5,0,95,48,0,97,43.5,0,95,40.5,1,95,36.5,0,97,34,0,101,32.5,
201 B,4,0,97,54.5,0,96,53,0,97,48.5,0,97,46,0,96,48.5,0,98,44,0,96,41,1,96,37,0,98,34.5,0,102,32.5,
201 B,5,0,98,55,0,97,53,0,98,49,0,98,46.5,0,97,49,0,99,44,0,97,41,1,97,37,0,99,34.5,0,103,32.5,
201 B,6,0,99,55,0,98,53,0,99,49,0,99,47,0,98,49,0,100,44,0,98,41.5,1,98,38.5,0,100,35,1,104,32.5,
201 B,7,0,100,56,0,99,53,0,100,49,0,100,47.5,0,99,49,0,101,44,0,99,41.5,0,99,40,0,101,35,0,105,32.5,
201 B,8,0,101,56.5,0,100,53,0,101,49.5,0,101,48,0,100,49,0,102,44,0,100,42,0,100,40,0,102,35,0,106,32.5,
201 B,9,0,102,56.5,0,101,53,1,102,50,0,102,48.5,0,101,49.5,0,103,44,0,101,42,1,101,40,1,103,35,0,107,32.5,
201 B,10,0,103,57,0,102,53,0,103,50,1,103,49,0,102,50,0,104,45,0,102,42,0,102,40,0,104,35,0,108,33,
261 B,1,0,94,55.5,0,96,54,0,100,51,1,99,51,0,93,46.5,1,94,44.5,0,94,42.5,0,97,38,0,99,36,1,99,36,
261 B,2,0,95,55.5,0,97,54,0,101,51,0,100,50.5,0,94,46.5,0,95,44.5,0,95,42.5,0,98,39,0,100,36,0,100,36,
261 B,3,0,96,56,0,98,54,0,102,51,0,101,50.5,0,95,46,0,96,44.5,0,96,42.5,0,99,39,1,101,36,0,101,35.5,
261 B,4,0,97,56,0,99,53.5,0,103,51,0,102,51,0,96,46,0,97,44.5,0,97,42.5,0,100,39.5,0,102,36.5,1,102,35.5,
261 B,5,0,98,56,0,100,53.5,1,104,51,0,103,51,0,97,46.5,0,98,44.5,0,98,42.5,0,101,39.5,0,103,36.5,1,103,35,
261 B,6,0,99,56,0,101,53.5,0,105,51,0,104,51,1,98,46.5,0,99,44,0,99,42.5,0,102,39.5,0,104,37,1,104,35,
261 B,7,0,100,56,1,102,53.5,0,106,51,0,105,51,0,99,46.5,0,100,44,0,100,42.5,0,103,39.5,0,105,37,0,105,35,
261 B,8,0,101,56,0,103,53.5,0,107,50.5,0,106,50.5,0,100,46.5,0,101,44,0,101,42,0,104,39.5,0,106,37,0,106,35,
261 B,9,0,102,56,0,104,53.5,0,108,50.5,0,107,50.5,0,101,46.5,0,102,44,0,102,42,0,105,39.5,0,107,37,0,107,35,
261 B,10,0,103,56,0,105,53.5,0,109,50.5,1,108,50,0,102,46.5,0,103,44.5,0,103,42.5,0,106,39.5,1,108,37,0,108,35,
244 B,1,0,97,65,0,99,58,0,96,59,1,94,53.5,0,99,50,0,93,45.5,0,93,42.5,0,98,40,0,94,37.5,0,93,33,
244 B,2,0,98,65,0,100,58,1,97,59,1,95,53.5,0,100,50,1,94,46.5,1,94,43.5,0,99,40.5,0,95,37.5,0,94,35.5,
244 B,3,0,99,65,1,101,57,0,98,59,0,96,53.5,0,101,50,0,95,47,1,95,43.5,0,100,40.5,0,96,37.5,0,95,36,
244 B,4,0,100,65,0,102,57,0,99,59,0,97,53,0,102,50,1,96,47.5,1,96,43.5,0,101,40.5,0,97,38,0,96,36,
244 B,5,0,101,64,0,103,57,0,100,59,0,98,53,0,103,50,0,97,48,1,97,44,0,102,40.5,0,98,38,0,97,36,
244 B,6,0,102,64,0,104,56,0,101,59.5,0,99,52.5,0,104,50,0,98,48,1,98,44.5,0,103,40.5,1,99,38,0,98,36,
244 B,8,1,103,64,0,105,56.5,0,102,59.5,0,100,52.5,0,105,50,0,99,48.5,1,99,44.5,0,104,40.5,0,100,38.5,0,99,36,
244 B,8,0,104,63,0,106,56.5,0,103,59.5,0,101,52,0,106,50,0,100,48.5,0,100,45,0,105,40.5,0,101,38.5,0,100,36,
244 B,9,1,105,63,1,107,56.5,0,104,59.5,1,102,51.5,0,107,50,0,101,48.5,0,101,45,0,106,41,0,102,38.5,0,101,37,
244 B,10,0,106,63,0,108,57,0,105,59.5,0,103,51.5,0,108,50,0,102,49,0,102,45.5,0,107,41.5,0,103,38.5,0,102,37,
174 B,1,0,97,38.5,0,94,33,0,95,30.5,0,96,28.5,0,98,25,1,94,22.5,1,93,18.5,0,93,9,0,,,,,,"NOTE: ONLY HAS 8 ROOTS                            
                                
                                
                                
                                
                                
                                
                                
                                "
174 B,2,1,98,38.5,0,95,33,0,96,32,0,97,28.5,0,99,25,0,95,22,1,94,19,0,94,9.5,0,,,,,,
174 B,3,0,99,38.5,0,96,33.5,1,97,32.5,0,98,28.5,0,100,25,0,96,22,1,95,19,0,95,10,0,,,,,,
174 B,4,0,100,38.5,0,97,33,0,98,32.5,0,99,29,0,101,24.5,0,97,21.5,1,96,18.5,1,96,10.5,0,,,,,,
174 B,5,0,101,38.5,0,98,33,0,99,32.5,0,100,29,1,102,24,0,98,22,1,97,19,0,97,10,0,,,,,,
174 B,6,0,102,38.5,0,99,33,0,100,32.5,0,101,29,1,103,23.5,0,99,21.5,1,98,19.5,0,98,10,0,,,,,,
174 B,7,0,103,38.5,0,100,33.5,0,101,32.5,0,102,29,1,104,23.5,0,100,22,0,99,19.5,0,99,9.5,0,,,,,,
174 B,8,0,104,38.5,0,101,33.5,0,102,32.5,0,103,28.5,1,105,24,0,101,22,0,100,20,0,100,10,0,,,,,,
174 B,9,0,105,39,0,102,33.5,0,103,32,0,104,28.5,1,106,23.5,1,102,22.5,1,101,20.5,0,101,10,0,,,,,,
174 B,10,0,106,39,0,103,33.5,0,104,32,0,105,28.5,0,107,23.5,1,103,22.5,1,102,20.5,0,102,10,0,,,,,,
234 B,1,0,96,48.5,0,94,47.5,0,97,46,0,95,44,0,94,41,0,93,39,0,96,37,0,94,32,0,96,31,0,,,
234 B,2,0,97,49.5,1,95,47.5,0,98,46,0,96,44,0,95,42,0,94,39,0,97,38,0,95,32.5,0,97,33,0,,,NOTE: ONLY HAS 9 roots
234 B,3,0,98,49.5,0,96,48.5,0,99,46,0,97,44,0,96,42,0,95,39,0,98,38,0,96,32.5,0,98,31,0,,,
234 B,4,0,99,50,1,97,48.5,0,100,46.5,0,98,44.5,0,97,42,0,96,39,0,99,38,0,97,33,0,99,31,0,,,
234 B,5,0,100,50,0,98,48.5,0,101,46.5,0,99,44.5,0,98,42,0,97,39,0,100,38,0,98,33,1,100,31,0,,,
234 B,6,0,101,50,0,99,48.5,0,102,46.5,0,100,44.5,0,99,42,0,98,39,0,101,38,0,99,33.5,0,101,31,0,,,
234 B,7,0,102,50,0,100,49,0,103,46.5,0,101,44.5,0,100,42,0,99,39,0,102,38,0,100,32.5,0,102,31.5,0,,,
234 B,8,0,103,50,0,101,49,0,104,46.5,1,102,44.5,0,101,42.5,0,100,39,0,103,38,0,101,32.5,0,103,31.5,0,,,
234 B,9,0,104,50,0,102,49,0,105,47,0,103,44.5,0,102,42.5,0,101,38.5,0,104,38,0,102,34,0,104,31.5,0,,,
234 B,10,0,105,50,0,103,49,0,106,47,0,104,45,0,103,42.5,0,102,38.5,0,105,37.5,0,103,34,0,105,31.5,0,,,
231 B,1,0,95,52.5,0,97,52,0,95,51,0,90,45,0,101,43.5,0,97,43.5,0,96,40,0,96,39,0,98,33.5,0,99,31,
231 B,2,1,96,52.5,0,98,52,0,96,49,0,91,46,0,102,43,0,98,43.5,0,97,40,0,97,39,0,99,33.5,0,100,30,
231 B,3,0,97,52.5,0,99,52,0,97,48,0,92,46,0,103,43,0,99,43.5,0,98,40,0,98,39,0,100,32.5,0,101,29,
231 B,4,0,98,52.5,0,100,52,0,98,47,0,93,46,0,104,43,0,100,42.5,0,99,40,0,99,38.5,0,101,33.5,0,102,29.5,
231 B,5,0,99,52.5,0,101,52,0,99,47.5,0,94,46,0,105,43.5,0,101,43.5,0,100,40.5,0,100,38,0,102,32.5,0,103,29.5,
231 B,6,0,100,52.5,0,102,52,0,100,46,0,95,46,0,106,44.5,0,102,43.5,0,101,40.5,0,101,38,0,103,32.5,0,104,30,
